ID,Character,Gender,Alive,Title,Forename,Surname,Old Surname,Alias,Book,Page,Chapter Name,POV
1448,"Ser Lorimer, The Belly",M,D,Ser,Lorimer,,,The Belly,A Feast for Crows,225,Brienne III,Brienne of Tarth
1449,Ser Hyle Hunt,M,U,Ser,Hyle,Hunt,,,A Feast for Crows,229,Brienne III,Brienne of Tarth
1450,Ser Alyn Hunt,M,A,Ser,Alyn,Hunt,,,A Feast for Crows,230,Brienne III,Brienne of Tarth
1451,"Ser Ben Bushy, Big Ben",M,D,Ser,Ben,Bushy,,Big Ben,A Feast for Crows,235,Brienne III,Brienne of Tarth
1452,Ser Richard Farrow,M,D,Ser,Richard,Farrow,,,A Feast for Crows,235,Brienne III,Brienne of Tarth
1453,"Ser Will, The Stork",M,D,Ser,Will,,,The Stork,A Feast for Crows,235,Brienne III,Brienne of Tarth
1454,Ser Edmund Ambrose,M,A,Ser,Edmund,Ambrose,,,A Feast for Crows,235,Brienne III,Brienne of Tarth
1455,Ser Hugh Beesbury,M,A,Ser,Hugh,Beesbury,,,A Feast for Crows,237,Brienne III,Brienne of Tarth
1456,Ser Owen Inchfield,M,A,Ser,Owen,Inchfield,,,A Feast for Crows,237,Brienne III,Brienne of Tarth
1457,Ser Clarence Crabb,M,F,Ser,Clarence,Crabb,,,A Feast for Crows,240,Brienne III,Brienne of Tarth
1458,Meggett,F,F,,Meggett,,,,A Feast for Crows,245,Samwell II,Samwell Tarly
1459,"Lord Commander Brynden Rivers, Bloodraven",M,A,Lord Commander,Brynden,Rivers,,Bloodraven,A Feast for Crows,246,Samwell II,Samwell Tarly
1460,Lord Garrison Prester,M,A,Lord,Garrison,Prester,,,A Feast for Crows,254,Jaime II,Jaime Lannister
1461,Lord Robin Moreland,M,A,Lord,Robin,Moreland,,,A Feast for Crows,254,Jaime II,Jaime Lannister
1462,"Jon Bettley, Beardless Jon Bettley",M,A,,Jon,Bettley,,Beardless Jon Bettley,A Feast for Crows,258,Jaime II,Jaime Lannister
1463,Humfrey Swyft,M,A,,Humfrey,Swyft,,,A Feast for Crows,258,Jaime II,Jaime Lannister
1464,The Greatheart,M,D,,,,,The Greatheart,A Feast for Crows,265,Jaime II,Jaime Lannister
1465,"Ser Gyles, Gyles Greycloak",M,D,Ser,Gyles,,,Gyles Greycloak,A Feast for Crows,266,Jaime II,Jaime Lannister
1466,"Ser Orivel, The Open-Handed",M,D,Ser,Orivel,,,The Open-Handed,A Feast for Crows,266,Jaime II,Jaime Lannister
1467,"Ser Addison Hill, The Bastard of Cornfield",M,D,Ser,Addison,Hill,,The Bastard of Cornfield,A Feast for Crows,266,Jaime II,Jaime Lannister
1468,"Ser Michael Mertyns, The White Owl",M,D,Ser,Michael,Mertyns,,The White Owl,A Feast for Crows,266,Jaime II,Jaime Lannister
1469,"Ser Jeffory Norcross, Neveryield",M,D,Ser,Jeffory,Norcross,,Neveryield,A Feast for Crows,266,Jaime II,Jaime Lannister
1470,"Ser Tom Costayne, Long Tom Costayne",M,D,Ser,Tom,Costayne,,Long Tom Costayne,A Feast for Crows,266,Jaime II,Jaime Lannister
1471,"Ser Donnel, Of Duskendale",M,D,Ser,Donnel,,,Of Duskendale,A Feast for Crows,266,Jaime II,Jaime Lannister
1472,"Ser Robert Flowers, Red Robert Flowers",M,D,Ser,Robert,Flowers,,Red Robert Flowers,A Feast for Crows,266,Jaime II,Jaime Lannister
1473,Ser Rolland Darklyn,M,D,Ser,Rolland,Darklyn,,,A Feast for Crows,266,Jaime II,Jaime Lannister
1474,Dorcas,F,A,,Dorcas,,,,A Feast for Crows,267,Cersei IV,Cersei Lannister
1475,Septon Raynard,M,A,Septon,Raynard,,,,A Feast for Crows,272,Cersei IV,Cersei Lannister
1476,Septon Torbert,M,A,Septon,Torbert,,,,A Feast for Crows,272,Cersei IV,Cersei Lannister
1477,Septon Ollidor,M,A,Septon,Ollidor,,,,A Feast for Crows,272,Cersei IV,Cersei Lannister
1478,"Nute, The Barber",M,A,,Nute,,,The Barber,A Feast for Crows,286,The Iron Captain,Victarion Greyjoy
1479,"Ralf Stonehouse, Red Ralf Stonehouse",M,A,,Ralf,Stonehouse,,Red Ralf Stonehouse,A Feast for Crows,286,The Iron Captain,Victarion Greyjoy
1480,Ralf Kenning,M,D,,Ralf,Kenning,,,A Feast for Crows,286,The Iron Captain,Victarion Greyjoy
1481,"Ralf, The Limper",M,A,,Ralf,,,The Limper,A Feast for Crows,286,The Iron Captain,Victarion Greyjoy
1482,"Fralegg, The Strong",M,A,,Fralegg,,,The Strong,A Feast for Crows,290,The Iron Captain,Victarion Greyjoy
1483,Alvyn Sharp,M,A,,Alvyn,Sharp,,,A Feast for Crows,290,The Iron Captain,Victarion Greyjoy
1484,Will Humble,M,A,,Will,Humble,,,A Feast for Crows,291,The Iron Captain,Victarion Greyjoy
1485,"Lenwood Tawney, Little Lenwood Tawney",M,A,,Lenwood,Tawney,,Little Lenwood Tawney,A Feast for Crows,291,The Iron Captain,Victarion Greyjoy
1486,Romny Weaver,M,A,,Romny,Weaver,,,A Feast for Crows,291,The Iron Captain,Victarion Greyjoy
1487,Eldred Codd,M,A,,Eldred,Codd,,,A Feast for Crows,291,The Iron Captain,Victarion Greyjoy
1488,Stonehand,M,A,,Stonehand,,,,A Feast for Crows,293,The Iron Captain,Victarion Greyjoy
1489,Quellon Humble,M,A,,Quellon,Humble,,,A Feast for Crows,293,The Iron Captain,Victarion Greyjoy
1490,"Ralf, The Shepherd",M,A,,Ralf,,,The Shepherd,A Feast for Crows,293,The Iron Captain,Victarion Greyjoy
1491,"Ralf, Of Lordsport",M,A,,Ralf,,,Of Lordsport,A Feast for Crows,293,The Iron Captain,Victarion Greyjoy
1492,"Qarl, The Thrall",M,A,,Qarl,,,The Thrall,A Feast for Crows,293,The Iron Captain,Victarion Greyjoy
1493,Sigfry Stonetree,M,A,,Sigfry,Stonetree,,,A Feast for Crows,300,The Drowned Man,Aeron Greyjoy
1494,Lord Gylbert Farwynd,M,A,Lord,Gylbert,Farwynd,,,A Feast for Crows,303,The Drowned Man,Aeron Greyjoy
1495,"Erik Ironmaker, Erik Anvil-Breaker/Erik the Just",M,A,,Erik,Ironmaker,,Erik Anvil-Breaker/Erik the Just,A Feast for Crows,304,The Drowned Man,Aeron Greyjoy
1496,Thormor Ironmaker,M,A,,Thormor,Ironmaker,,,A Feast for Crows,304,The Drowned Man,Aeron Greyjoy
1497,Denys Drumm,M,A,,Denys,Drumm,,,A Feast for Crows,305,The Drowned Man,Aeron Greyjoy
1498,Donnel Drumm,M,A,,Donnel,Drumm,,,A Feast for Crows,305,The Drowned Man,Aeron Greyjoy
1499,"Dale Drumm, The Dread",M,A,,Dale,Drumm,,The Dread,A Feast for Crows,206,Cersei III,Cersei Lannister
1500,"Roryn Drumm, The Reaver",M,A,,Roryn,Drumm,,The Reaver,A Feast for Crows,306,The Drowned Man,Aeron Greyjoy
1501,"Gormond Drumm, The Oldfather",M,D,,Gormond,Drumm,,The Oldfather,A Feast for Crows,306,The Drowned Man,Aeron Greyjoy
1502,Hilmar Drumm,M,D,,Hilmar,Drumm,,,A Feast for Crows,306,The Drowned Man,Aeron Greyjoy
1503,Harmund Sharp,M,A,,Harmund,Sharp,,,A Feast for Crows,306,The Drowned Man,Aeron Greyjoy
1504,Harrag Sharp,M,D,,Harrag,Sharp,,,A Feast for Crows,306,The Drowned Man,Aeron Greyjoy
1505,Lord Lucifer Hardy,M,D,Lord,Lucifer,Hardy,,,A Feast for Crows,316,Brienne IV,Brienne of Tarth
1506,Old Crackbones,M,D,,,,,Old Crackbones,A Feast for Crows,316,Brienne IV,Brienne of Tarth
1507,Rupert Crabb,M,D,,Rupert,Crabb,,,A Feast for Crows,317,Brienne IV,Brienne of Tarth
1508,Clement Crabb,M,D,,Clement,Crabb,,,A Feast for Crows,317,Brienne IV,Brienne of Tarth
1509,Ser Raymond Nayland,M,A,Ser,Raymond,Nayland,,,A Feast for Crows,318,Brienne IV,Brienne of Tarth
1510,Harry Sawyer,M,A,,Harry,Sawyer,,,A Feast for Crows,318,Brienne IV,Brienne of Tarth
1511,Robin Potter,M,A,,Robin,Potter,,,A Feast for Crows,318,Brienne IV,Brienne of Tarth
1512,Lord Eustace Brune,M,A,Lord,Eustace,Brune,,,A Feast for Crows,320,Brienne IV,Brienne of Tarth
1513,Ser Andrey Dalt,M,A,Ser,Andrey,Dalt,,,A Feast for Crows,335,The Queenmaker,Arianne Martell
1514,"Lady Sylva Santagar, Spotted Sylva",F,A,Lady,Sylva,Santagar,,Spotted Sylva,A Feast for Crows,335,The Queenmaker,Arianne Martell
1515,Garin,M,A,,Garin,,,,A Feast for Crows,335,The Queenmaker,Arianne Martell
1516,"Ser Gerold Dayne, Darkstar",M,A,Ser,Gerold,Dayne,,Darkstar,A Feast for Crows,335,The Queenmaker,Arianne Martell
1517,Lord Ormond Yronwood,M,D,Lord,Ormond,Yronwood,,,A Feast for Crows,338,The Queenmaker,Arianne Martell
1518,Cletus Yronwood,M,D,,Cletus,Yronwood,,,A Feast for Crows,338,The Queenmaker,Arianne Martell
1519,Dake,M,D,,Dake,,,,A Feast for Crows,343,The Queenmaker,Arianne Martell
1520,Rolder,M,A,,Rolder,,,,A Feast for Crows,343,The Queenmaker,Arianne Martell
1521,Rosamund Lannister,F,A,,Rosamund,Lannister,,,A Feast for Crows,345,The Queenmaker,Arianne Martell
1522,The Kindly Man,M,A,,,,,The Kindly Man,A Feast for Crows,350,Arya II,Arya Stark
1523,Umma,F,A,,Umma,,,,A Feast for Crows,351,Arya II,Arya Stark
1524,Luco Prestayn,M,A,,Luco,Prestayn,,,A Feast for Crows,357,Arya II,Arya Stark
1525,Uthero Zalyne,M,D,,Uthero,Zalyne,,,A Feast for Crows,360,Arya II,Arya Stark
1526,The Fat Fellow,M,A,,,,,The Fat Fellow,A Feast for Crows,363,Arya II,Arya Stark
1527,The Stern Face,M,A,,,,,The Stern Face,A Feast for Crows,363,Arya II,Arya Stark
1528,The Handsome Man,M,A,,,,,The Handsome Man,A Feast for Crows,363,Arya II,Arya Stark
1529,The Squinter,M,A,,,,,The Squinter,A Feast for Crows,364,Arya II,Arya Stark
1530,The Lordling,M,A,,,,,The Lordling,A Feast for Crows,364,Arya II,Arya Stark
1531,The Starved Man,M,A,,,,,The Starved Man,A Feast for Crows,364,Arya II,Arya Stark
1532,Brusco,M,A,,Brusco,,,,A Feast for Crows,366,Arya II,Arya Stark
1533,"Ser Gilwood Hunter, Young Lord Hunter",M,A,Ser,Gilwood,Hunter,,Young Lord Hunter,A Feast for Crows,369,Alayne II,Sansa Stark
1534,Mela,F,A,,Mela,,,,A Feast for Crows,372,Alayne II,Sansa Stark
1535,Lord Gerold Grafton,M,A,Lord,Gerold,Grafton,,,A Feast for Crows,375,Alayne II,Sansa Stark
1536,Lord Jon Lynderly,M,A,Lord,Jon,Lynderly,,,A Feast for Crows,375,Alayne II,Sansa Stark
1537,Lord Edmund Waxley,M,A,Lord,Edmund,Waxley,,,A Feast for Crows,376,Alayne II,Sansa Stark
1538,Maester Helliweg,M,A,Maester,Helliweg,,,,A Feast for Crows,381,Alayne II,Sansa Stark
1539,Septon Lucos,M,A,Septon,Lucos,,,,A Feast for Crows,381,Alayne II,Sansa Stark
1540,"Ser Harrold Hardyng, Harry the Heir",M,A,Ser,Harrold,Hardyng,,Harry the Heir,A Feast for Crows,381,Alayne II,Sansa Stark
1541,Harlan Hunter,M,A,,Harlan,Hunter,,,A Feast for Crows,385,Alayne II,Sansa Stark
1542,"Pate, The Whipping Boy",M,A,,Pate,,,The Whipping Boy,A Feast for Crows,386,Cersei V,Cersei Lannister
1543,Noho Dimittis,M,A,,Noho,Dimittis,,,A Feast for Crows,388,Cersei V,Cersei Lannister
1544,Ser Portifer Woodwright,M,A,Ser,Portifer,Woodwright,,,A Feast for Crows,392,Cersei V,Cersei Lannister
1545,Jeyne Clifton (Farman),F,A,,Jeyne,Clifton,Farman,,A Feast for Crows,405,Cersei V,Cersei Lannister
1546,Septon Meribald,M,A,Septon,Meribald,,,,A Feast for Crows,412,Brienne V,Brienne of Tarth
1547,"Willam, Brother of Meribald",M,D,,Willam,,,Brother of Meribald,A Feast for Crows,421,Brienne V,Brienne of Tarth
1548,"Robin, Brother of Meribald",M,D,,Robin,,,Brother of Meribald,A Feast for Crows,421,Brienne V,Brienne of Tarth
1549,"Owen, Brother of Meribald",M,D,,Owen,,,Brother of Meribald,A Feast for Crows,422,Brienne V,Brienne of Tarth
1550,Jon Pox,M,D,,Jon,Pox,,,A Feast for Crows,422,Brienne V,Brienne of Tarth
1551,The Moonshadow,F,A,,,,,The Moonshadow,A Feast for Crows,423,Samwell III,Samwell Tarly
1552,Terro,M,A,,Terro,,,,A Feast for Crows,431,Samwell III,Samwell Tarly
1553,Orbelo,M,A,,Orbelo,,,,A Feast for Crows,433,Samwell III,Samwell Tarly
1554,"Yna, One-Eye",F,A,,Yna,,,One-Eye,A Feast for Crows,434,Samwell III,Samwell Tarly
1555,Xhondo Dhoru,M,A,,Xhondo,Dhoru,,,A Feast for Crows,437,Samwell III,Samwell Tarly
1556,Maester Gulian,M,A,Maester,Gulian,,,,A Feast for Crows,443,Jaime III,Jaime Lannister
1557,"Lewys Piper, Little Lew",M,A,,Lewys,Piper,,Little Lew,A Feast for Crows,443,Jaime III,Jaime Lannister
1558,Ser Roger Hogg,M,A,Ser,Roger,Hogg,,,A Feast for Crows,449,Jaime III,Jaime Lannister
1559,Ser Bayard Norcross,M,A,Ser,Bayard,Norcross,,,A Feast for Crows,462,Cersei VI,Cersei Lannister
1560,Ser Courtenay Greenhill,M,A,Ser,Courtenay,Greenhill,,,A Feast for Crows,462,Cersei VI,Cersei Lannister
1561,Ser Lucantine Woodwright,M,A,Ser,Lucantine,Woodwright,,,A Feast for Crows,462,Cersei VI,Cersei Lannister
1562,Russell Merryweather,M,A,,Russell,Merryweather,,,A Feast for Crows,464,Cersei VI,Cersei Lannister
1563,The High Sparrow,M,A,,,,,The High Sparrow,A Feast for Crows,470,Cersei VI,Cersei Lannister
1564,"Wulfe, One-Ear",M,A,,Wulfe,,,One-Ear,A Feast for Crows,481,The Reaver,Victarion Greyjoy
1565,Ragnor Pyke,M,A,,Ragnor,Pyke,,,A Feast for Crows,481,The Reaver,Victarion Greyjoy
1566,Ser Talbert Serry,M,D,Ser,Talbert,Serry,,,A Feast for Crows,481,The Reaver,Victarion Greyjoy
1567,Lord Humfrey Hewett,M,D,Lord,Humfrey,Hewett,,,A Feast for Crows,488,The Reaver,Victarion Greyjoy
1568,Falia Flowers,F,A,,Falia,Flowers,,,A Feast for Crows,493,The Reaver,Victarion Greyjoy
1569,Cragorn,M,D,,Cragorn,,,,A Feast for Crows,498,The Reaver,Victarion Greyjoy
1570,Garrett Paege,M,A,,Garrett,Paege,,,A Feast for Crows,505,Jaime IV,Jaime Lannister
1571,Ser Quincy Cox,M,A,Ser,Quincy,Cox,,,A Feast for Crows,511,Jaime IV,Jaime Lannister
1572,Princess Daena Targaryen,F,D,Princess,Daena,Targaryen,,,A Feast for Crows,514,Jaime IV,Jaime Lannister
1573,Brother Narbert,M,A,Brother,Narbert,,,,A Feast for Crows,521,Brienne VI,Brienne of Tarth
1574,Brother Gillam,M,A,Brother,Gillam,,,,A Feast for Crows,522,Brienne VI,Brienne of Tarth
1575,Brother Rawney,M,A,Brother,Rawney,,,,A Feast for Crows,522,Brienne VI,Brienne of Tarth
1576,Brother Clement,M,D,Brother,Clement,,,,A Feast for Crows,522,Brienne VI,Brienne of Tarth
1577,Septon Bennet,M,D,Septon,Bennet,,,,A Feast for Crows,525,Brienne VI,Brienne of Tarth
1578,Galladon Tarth,M,D,,Galladon,Tarth,,,A Feast for Crows,532,Brienne VI,Brienne of Tarth
1579,Alysanne Tarth,F,D,,Alysanne,Tarth,,,A Feast for Crows,532,Brienne VI,Brienne of Tarth
1580,Arianne Tarth,F,D,,Arianne,Tarth,,,A Feast for Crows,532,Brienne VI,Brienne of Tarth
1581,Lord Dagon Greyjoy,M,D,Lord,Dagon,Greyjoy,,,A Feast for Crows,535,Cersei VII,Cersei Lannister
1582,Lord Moribald Chester,M,A,Lord,Moribald,Chester,,,A Feast for Crows,535,Cersei VII,Cersei Lannister
1583,Lord Osbert Serry,M,A,Lord,Osbert,Serry,,,A Feast for Crows,535,Cersei VII,Cersei Lannister
1584,Lord Guthor Grimm,M,A,Lord,Guthor,Grimm,,,A Feast for Crows,535,Cersei VII,Cersei Lannister
1585,Ser Manfryd Yew,M,A,Ser,Manfryd,Yew,,,A Feast for Crows,554,Jaime V,Jaime Lannister
1586,Ser Raynard Ruttiger,M,A,Ser,Raynard,Ruttiger,,,A Feast for Crows,554,Jaime V,Jaime Lannister
1587,Lady Ellyn Tarbeck (Reyne),F,D,Lady,Ellyn,Tarbeck,Reyne,,A Feast for Crows,565,Jaime V,Jaime Lannister
1588,Talea,F,A,,Talea,,,,A Feast for Crows,569,Cat of the Canals III,Arya Stark
1589,Brea,F,A,,Brea,,,,A Feast for Crows,569,Cat of the Canals III,Arya Stark
1590,"Beqqo, Blind Beqqo",M,A,,Beqqo,,,Blind Beqqo,A Feast for Crows,572,Cat of the Canals III,Arya Stark
1591,Lotho Lornel,M,A,,Lotho,Lornel,,,A Feast for Crows,572,Cat of the Canals III,Arya Stark
1592,Captain Moredo Prestayn,M,A,Captain,Moredo,Prestayn,,,A Feast for Crows,572,Cat of the Canals III,Arya Stark
1593,"Roggo, Red Roggo",M,A,,Roggo,,,Red Roggo,A Feast for Crows,574,Cat of the Canals III,Arya Stark
1594,"Lanna, Of the Happy Port",F,A,,Lanna,,,Of the Happy Port,A Feast for Crows,574,Cat of the Canals III,Arya Stark
1595,Gyloro Dothare,M,A,,Gyloro,Dothare,,,A Feast for Crows,574,Cat of the Canals III,Arya Stark
1596,Gyleno Dothare,M,A,,Gyleno,Dothare,,,A Feast for Crows,574,Cat of the Canals III,Arya Stark
1597,Quill,M,A,,Quill,,,,A Feast for Crows,575,Cat of the Canals III,Arya Stark
1598,Tagganaro,M,A,,Tagganaro,,,,A Feast for Crows,575,Cat of the Canals III,Arya Stark
1599,"Cossomo, The Conjurer",M,A,,Cossomo,,,The Conjurer,A Feast for Crows,575,Cat of the Canals III,Arya Stark
1600,"Wat, Sailor",M,A,,Wat,,,Sailor,A Feast for Crows,576,Cat of the Canals III,Arya Stark
1601,S'vrone,F,A,,S'vrone,,,,A Feast for Crows,576,Cat of the Canals III,Arya Stark
1602,The Drunken Daughter,F,A,,,,,The Drunken Daughter,A Feast for Crows,576,Cat of the Canals III,Arya Stark
1603,"Jeyne, Canker Jeyne",F,A,,Jeyne,,,Canker Jeyne,A Feast for Crows,576,Cat of the Canals III,Arya Stark
1604,"Meralyn, Merry",F,A,,Meralyn,,,Merry,A Feast for Crows,576,Cat of the Canals III,Arya Stark
1605,"Bethany, Blushing Bethany",F,A,,Bethany,,,Blushing Bethany,A Feast for Crows,577,Cat of the Canals III,Arya Stark
1606,Assadora,F,A,,Assadora,,,,A Feast for Crows,577,Cat of the Canals III,Arya Stark
1607,The Poetess,F,A,,,,,The Poetess,A Feast for Crows,577,Cat of the Canals III,Arya Stark
1608,The Merling Queen,F,A,,,,,The Merling Queen,A Feast for Crows,577,Cat of the Canals III,Arya Stark
1609,The Veiled Lady,F,A,,,,,The Veiled Lady,A Feast for Crows,577,Cat of the Canals III,Arya Stark
1610,"Bellegere Otherys, The Black Pearl",F,A,,Bellegere,Otherys,,The Black Pearl,A Feast for Crows,578,Cat of the Canals III,Arya Stark
1611,Bellonara Otherys,F,A,,Bellonara,Otherys,,,A Feast for Crows,578,Cat of the Canals III,Arya Stark
1612,"Bellegere Otherys, The Black Pearl, Aegon IV's mistress",F,D,,Bellegere,Otherys,,"The Black Pearl, Aegon IV's mistress",A Feast for Crows,578,Cat of the Canals III,Arya Stark
1613,"Narbo, Little Narbo",M,A,,Narbo,,,Little Narbo,A Feast for Crows,579,Cat of the Canals III,Arya Stark
1614,"Joss, The Gloom",M,A,,Joss,,,The Gloom,A Feast for Crows,579,Cat of the Canals III,Arya Stark
1615,Quence,M,A,,Quence,,,,A Feast for Crows,579,Cat of the Canals III,Arya Stark
1616,Allaquo,M,A,,Allaquo,,,,A Feast for Crows,579,Cat of the Canals III,Arya Stark
1617,Sloey,F,A,,Sloey,,,,A Feast for Crows,579,Cat of the Canals III,Arya Stark
1618,Myrmello,M,A,,Myrmello,,,,A Feast for Crows,579,Cat of the Canals III,Arya Stark
1619,The Sailor's Wife,F,A,,,,,The Sailor's Wife,A Feast for Crows,581,Cat of the Canals III,Arya Stark
1620,Ezzelyno,M,A,,Ezzelyno,,,,A Feast for Crows,581,Cat of the Canals III,Arya Stark
1621,"Eustace, Of Braavos",M,A,,Eustace,,,Of Braavos,A Feast for Crows,581,Cat of the Canals III,Arya Stark
1622,Kojja Mo,F,A,,Kojja Mo,,,,A Feast for Crows,586,Samwell IV,Samwell Tarly
1623,Grand Maester Ellendor,M,D,Grand Maester,Ellendor,,,,A Feast for Crows,612,Cersei VIII,Cersei Lannister
1624,Grand Maester Merion,M,D,Grand Maester,Merion,,,,A Feast for Crows,612,Cersei VIII,Cersei Lannister
1625,"Jon Heddle, Long Jon Heddle",M,D,,Jon,Heddle,,Long Jon Heddle,A Feast for Crows,619,Brienne VII,Brienne of Tarth
1626,Willow Heddle,F,A,,Willow,Heddle,,,A Feast for Crows,622,Brienne VII,Brienne of Tarth
1627,Jeyne Heddle,F,A,,Jeyne,Heddle,,,A Feast for Crows,622,Brienne VII,Brienne of Tarth
1628,"Wat, Orphan",M,A,,Wat,,,Orphan,A Feast for Crows,624,Brienne VII,Brienne of Tarth
1629,"Will, Orphan",M,A,,Will,,,Orphan,A Feast for Crows,624,Brienne VII,Brienne of Tarth
1630,"Tansy, Orphan",F,A,,Tansy,,,Orphan,A Feast for Crows,624,Brienne VII,Brienne of Tarth
1631,"Pate, Orphan",M,A,,Pate,,,Orphan,A Feast for Crows,624,Brienne VII,Brienne of Tarth
1632,Jon Penny,M,A,,Jon,Penny,,,A Feast for Crows,624,Brienne VII,Brienne of Tarth
1633,"Ben, Ben Big Mouth, Orphan",M,A,,Ben,,,"Ben Big Mouth, Orphan",A Feast for Crows,624,Brienne VII,Brienne of Tarth
1634,Hugh Clifton,M,A,,Hugh,Clifton,,,A Feast for Crows,655,Cersei IX,Cersei Lannister
1635,Bors,M,A,,Bors,,,,A Feast for Crows,669,The Princess in the Tower,Arianne Martell
1636,Timoth,M,A,,Timoth,,,,A Feast for Crows,669,The Princess in the Tower,Arianne Martell
1637,Morra,F,A,,Morra,,,,A Feast for Crows,669,The Princess in the Tower,Arianne Martell
1638,Mellei,F,A,,Mellei,,,,A Feast for Crows,669,The Princess in the Tower,Arianne Martell
1639,Cedra,F,A,,Cedra,,,,A Feast for Crows,669,The Princess in the Tower,Arianne Martell
1640,Belandra,F,A,,Belandra,,,,A Feast for Crows,669,The Princess in the Tower,Arianne Martell
1641,"Lord Franklyn Fowler, The Old Hawk",M,A,Lord,Franklyn,Fowler,,The Old Hawk,A Feast for Crows,672,The Princess in the Tower,Arianne Martell
1642,Ben Beesbury,M,D,,Ben,Beesbury,,,A Feast for Crows,675,The Princess in the Tower,Arianne Martell
1643,Lady Jordayne,F,A,Lady,,Jordayne,,,A Feast for Crows,680,The Princess in the Tower,Arianne Martell
1644,Frynne,M,A,,Frynne,,,,A Feast for Crows,684,The Princess in the Tower,Arianne Martell
1645,Maester Kedry,M,D,Maester,Kedry,,,,A Feast for Crows,684,The Princess in the Tower,Arianne Martell
1646,"Ser Artys Arryn, The Winged Knight",M,D,Ser,Artys,Arryn,,The Winged Knight,A Feast for Crows,687,Alayne III,Sansa Stark
1647,Terrance Lynderly,M,A,,Terrance,Lynderly,,,A Feast for Crows,690,Alayne III,Sansa Stark
1648,Gyles Grafton,M,A,,Gyles,Grafton,,,A Feast for Crows,690,Alayne III,Sansa Stark
1649,Ossy,M,A,,Ossy,,,,A Feast for Crows,699,Alayne III,Sansa Stark
1650,Carrot,M,A,,Carrot,,,,A Feast for Crows,699,Alayne III,Sansa Stark
1651,"Ser Byron, The Beautiful",M,A,Ser,Byron,,,The Beautiful,A Feast for Crows,707,Alayne III,Sansa Stark
1652,"Ser Morgarth, The Merry",M,A,Ser,Morgarth,,,The Merry,A Feast for Crows,707,Alayne III,Sansa Stark
1653,Lord Jasper Arryn,M,D,Lord,Jasper,Arryn,,,A Feast for Crows,709,Alayne III,Sansa Stark
1654,Alys Waynwood (Arryn),F,D,,Alys,Waynwood,Arryn,,A Feast for Crows,709,Alayne III,Sansa Stark
1655,Ser Elys Waynwood,M,D,Ser,Elys,Waynwood,,,A Feast for Crows,709,Alayne III,Sansa Stark
1656,Septa Moelle,F,A,Septa,Moelle,,,,A Feast for Crows,728,Cersei X,Cersei Lannister
1657,Septa Aglantine,F,A,Septa,Aglantine,,,,A Feast for Crows,729,Cersei X,Cersei Lannister
1658,Septa Melicent,F,A,Septa,Melicent,,,,A Feast for Crows,729,Cersei X,Cersei Lannister
1659,"Ser Theodan Wells, The True",M,A,Ser,Theodan,Wells,,The True,A Feast for Crows,734,Cersei X,Cersei Lannister
1660,Septa Unella,F,A,Septa,Unella,,,,A Feast for Crows,736,Cersei X,Cersei Lannister
1661,Septa Scolera,F,A,Septa,Scolera,,,,A Feast for Crows,741,Cersei X,Cersei Lannister
1662,Humfrey Waters,M,A,,Humfrey,Waters,,,A Feast for Crows,743,Cersei X,Cersei Lannister
1663,Jate,M,A,,Jate,,,,A Feast for Crows,755,Jaime VII,Jaime Lannister
1664,Ser Gunthor Hightower,M,A,Ser,Gunthor,Hightower,,,A Feast for Crows,764,Samwell V,Samwell Tarly
1665,"Ser Garth Hightower, Greysteel",M,A,Ser,Garth,Hightower,,Greysteel,A Feast for Crows,764,Samwell V,Samwell Tarly
1666,Ser Humfrey Hightower,M,A,Ser,Humfrey,Hightower,,,A Feast for Crows,764,Samwell V,Samwell Tarly
1667,Lorcas,M,A,,Lorcas,,,,A Feast for Crows,769,Samwell V,Samwell Tarly
1668,"Archmaester Theobald, The Seneschal",M,A,Archmaester,Theobald,,,The Seneschal,A Feast for Crows,769,Samwell V,Samwell Tarly
1669,Archmaester Norren,M,A,Archmaester,Norren,,,,A Feast for Crows,769,Samwell V,Samwell Tarly
1670,"Gorghan, Of Old Ghis",M,D,,Gorghan,,,Of Old Ghis,A Feast for Crows,774,Samwell V,Samwell Tarly
1671,"Hoke, The Horseleg",M,A,,Hoke,,,The Horseleg,A Feast for Crows,782,Appendix,N/A
1672,Ser Willam Wythers,M,A,Ser,Willam,Wythers,,,A Feast for Crows,784,Appendix,N/A
1673,Ser Richard Horpe,M,A,Ser,Richard,Horpe,,,A Feast for Crows,787,Appendix,N/A
1674,Ser Justin Massey,M,A,Ser,Justin,Massey,,,A Feast for Crows,787,Appendix,N/A
1675,Ser Clayton Suggs,M,A,Ser,Clayton,Suggs,,,A Feast for Crows,787,Appendix,N/A
1676,"Ser Godry Farring, Giantslayer",M,A,Ser,Godry,Farring,,Giantslayer,A Feast for Crows,787,Appendix,N/A
1677,Lord Harwood Fell,M,D,Lord,Harwood,Fell,,,A Feast for Crows,787,Appendix,N/A
1678,Ser Corliss Penny,M,A,Ser,Corliss,Penny,,,A Feast for Crows,787,Appendix,N/A
